Answer1: 6’2/9
Answer2896: 1
Answer2897: 50
Answer2898: 27
Answer2899: 18’4/5
Answer2900: 1’1/5
Answer2901: 1/35
Answer2902: 32
Answer2903: 8
Answer2904: 1’1/6
Answer2905: 3/5
Answer2906: 3’1/2
Answer2907: 5
Answer2908: 1/12
Answer2909: 2’1/2
Answer2910: 8
Answer2911: 12/25
Answer2912: 13
Answer2913: 1/36
Answer2914: 72
Answer2915: 81’1/4
Answer2916: 4
Answer2917: 8
Answer2918: 9
Answer2919: 120
Answer2920: 5
Answer2921: 2’1/5
Answer2922: 6
Answer2923: 1’4/5
Answer2924: 7/16
Answer2925: 1’1/2
Answer2926: 8’4/5
Answer2927: 720
Answer2928: 63
Answer2929: 3
Answer2930: 18
Answer2931: 19’3/8
Answer2932: 1/5
Answer2933: 89
Answer2934: 3’1/2
Answer2935: 60
Answer2936: 77
Answer2937: 6’2/7
Answer2938: 9’1/2
Answer2939: 1/2
Answer2940: 1’4/5
Answer2941: 72
Answer2942: 1’5/8
Answer2943: 7
Answer2944: 19
Answer2945: 1
Answer2946: 7/27
Answer2947: 4
Answer2948: 10
Answer2949: 6’3/5
Answer2950: 10
Answer2951: 1/5
Answer2952: 8
Answer2953: 3/4
Answer2954: 210
Answer2955: 9’5/7
Answer2956: 2’1/3
Answer2957: 13
Answer2958: 15
Answer2959: 11
Answer2960: 6’5/9
Answer2961: 9
Answer2962: 10
Answer2963: 17
Answer2964: 36
Answer2965: 8
Answer2966: 99
Answer2967: 1
Answer2968: 47
Answer2969: 3/4
Answer2970: 7/9
Answer2971: 15
Answer2972: 6
Answer2973: 20
Answer2974: 1’1/3
Answer2975: 8
Answer2976: 22
Answer2977: 8
Answer2978: 2’3/5
Answer2979: 16
Answer2980: 4
Answer2981: 60
Answer2982: 10
Answer2983: 30
Answer2984: 10
Answer2985: 36
Answer2986: 1
Answer2987: 6
Answer2988: 72
Answer2989: 8
Answer2990: 68
Answer2991: 17
Answer2992: 24
Answer2993: 192
Answer2994: 7
Answer2995: 32
Answer2996: 7
Answer2997: 11
Answer2998: 11
Answer2999: 2’5/9
Answer3000: 8
Answer3001: 42
Answer3002: 10’2/3
Answer3003: 3/10
Answer3004: 4’1/3
Answer3005: 10
Answer3006: 54
Answer3007: 7
Answer3008: 2
Answer3009: 11
Answer3010: 8’1/3
Answer3011: 40
Answer3012: 10
Answer3013: 7
Answer3014: 2/5
Answer3015: 6
Answer3016: 1/144
Answer3017: 16
Answer3018: 44
Answer3019: 14
Answer3020: 103
Answer3021: 84
Answer3022: 18
Answer3023: 28
Answer3024: 1’2/21
Answer3025: 16’2/3
Answer3026: 80
Answer3027: 2’1/2
Answer3028: 63
Answer3029: 3
Answer3030: 720
Answer3031: 63
Answer3032: 35
Answer3033: 89
Answer3034: 40
Answer3035: 24
Answer3036: 2’1/2
Answer3037: 80
Answer3038: 10’1/8
Answer3039: 8
Answer3040: 7/9
Answer3041: 1/2
Answer3042: 18
Answer3043: 20
Answer3044: 116
Answer3045: 6
Answer3046: 2/9
Answer3047: 70
Answer3048: 9
Answer3049: 4’4/7
Answer3050: 4
Answer3051: 14
Answer3052: 99
Answer3053: 1’1/2
Answer3054: 384
Answer3055: 3
Answer3056: 7
Answer3057: 1/8
Answer3058: 6’9/10
Answer3059: 20
Answer3060: 3/5
Answer3061: 6
Answer3062: 112
Answer3063: 6/7
Answer3064: 16
Answer3065: 93
Answer3066: 5/16
Answer3067: 10
Answer3068: 4’4/7
Answer3069: 2
Answer3070: 1/4
Answer3071: 15
Answer3072: 5
Answer3073: 1’1/3
Answer3074: 58
Answer3075: 15
Answer3076: 41
Answer3077: 1’4/5
Answer3078: 68
Answer3079: 9
Answer3080: 1/7
Answer3081: 1/9
Answer3082: 5
Answer3083: 8/9
Answer3084: 67
Answer3085: 16
Answer3086: 3/14
Answer3087: 10/49
Answer3088: 65
Answer3089: 36
Answer3090: 106
Answer3091: 17’8/9
Answer3092: 2
Answer3093: 5/6
Answer3094: 286
Answer3095: 5’9/13
Answer3096: 6’3/7
Answer3097: 20
Answer3098: 1/6
Answer3099: 11
Answer3100: 1
Answer3101: 24
Answer3102: 1/486
Answer3103: 6
Answer3104: 5
Answer3105: 17
Answer3106: 1
Answer3107: 4
Answer3108: 12
Answer3109: 85
Answer3110: 45
Answer3111: 44
Answer3112: 20
Answer3113: 8’1/2
Answer3114: 2/5
Answer3115: 47
Answer3116: 54
Answer3117: 88
Answer3118: 5/8
Answer3119: 8
Answer3120: 1
Answer3121: 2
Answer3122: 3’1/2
Answer3123: 6
Answer3124: 10
Answer3125: 8
Answer3126: 10
Answer3127: 2/5
Answer3128: 26
Answer3129: 19
Answer3130: 27
Answer3131: 17
Answer3132: 40
Answer3133: 288
Answer3134: 10’3/4
Answer3135: 9’4/7
Answer3136: 480
Answer3137: 168
Answer3138: 14
Answer3139: 1’1/2
Answer3140: 22
Answer3141: 16
Answer3142: 9
Answer3143: 35
Answer3144: 2’1/2
Answer3145: 44
Answer3146: 2
Answer3147: 405
Answer3148: 36
Answer3149: 11
Answer3150: 7’1/3
Answer3151: 26
Answer3152: 6’2/3
Answer3153: 70
Answer3154: 9’2/3
Answer3155: 4
Answer3156: 1
Answer3157: 2/5
Answer3158: 540
Answer3159: 72
Answer3160: 13
Answer3161: 1/8
Answer3162: 9’4/9
Answer3163: 1’5/9
Answer3164: 5’1/5
Answer3165: 2’2/3
Answer3166: 2/5
Answer3167: 3
Answer3168: 5/6
Answer3169: 9’8/9
Answer3170: 7’3/4
Answer3171: 1’3/4
Answer3172: 14
Answer3173: 2
Answer3174: 2’2/7
Answer3175: 32
Answer3176: 103
Answer3177: 1’1/3
Answer3178: 24
Answer3179: 42
Answer3180: 2
Answer3181: 59
Answer3182: 15
Answer3183: 22
Answer3184: 5
Answer3185: 14
Answer3186: 2’6/7
Answer3187: 1’4/5
Answer3188: 1
Answer3189: 224
Answer3190: 18
Answer3191: 1’2/3
Answer3192: 6
Answer3193: 9
Answer3194: 6
Answer3195: 3’1/4
Answer3196: 2’1/2
Answer3197: 209
Answer3198: 2
Answer3199: 96
Answer3200: 11
Answer3201: 6
Answer3202: 7’3/4
Answer3203: 7’5/8
Answer3204: 18
Answer3205: 16
Answer3206: 7/8
Answer3207: 3’7/10
Answer3208: 12’2/5
Answer3209: 13
Answer3210: 2
Answer3211: 38
Answer3212: 19
Answer3213: 9
Answer3214: 5/104
Answer3215: 21
Answer3216: 4’5/6
Answer3217: 1/4
Answer3218: 80
Answer3219: 8
Answer3220: 15
Answer3221: 1’1/6
Answer3222: 8
Answer3223: 16
Answer3224: 30
Answer3225: 9
Answer3226: 6
Answer3227: 9
Answer3228: 3
Answer3229: 5
Answer3230: 35
Answer3231: 1’1/3
Answer3232: 14
Answer3233: 1’1/4
Answer3234: 120
Answer3235: 3’1/5
Answer3236: 10
Answer3237: 49
Answer3238: 5
Answer3239: 1
Answer3240: 144
Answer3241: 8’4/5
Answer3242: 6’1/5
Answer3243: 10’1/3
Answer3244: 4’4/5
Answer3245: 7
Answer3246: 13
Answer3247: 102
Answer3248: 52
Answer3249: 24
Answer3250: 14
Answer3251: 22
Answer3252: 13
Answer3253: 2
Answer3254: 2
Answer3255: 4
Answer3256: 70
Answer3257: 1
Answer3258: 7’1/2
Answer3259: 1/3
Answer3260: 100
Answer3261: 57
Answer3262: 5
Answer3263: 1/52
Answer3264: 3
Answer3265: 27
Answer3266: 2
Answer3267: 10’9/40
Answer3268: 17
Answer3269: 99
Answer3270: 11
Answer3271: 1’7/9
Answer3272: 3’1/2
Answer3273: 4
Answer3274: 11
Answer3275: 2
Answer3276: 18
Answer3277: 7
Answer3278: 18
Answer3279: 240
Answer3280: 12
Answer3281: 1’5/6
Answer3282: 8
Answer3283: 1/2
Answer3284: 66
Answer3285: 160
Answer3286: 1
Answer3287: 140
Answer3288: 2’3/11
Answer3289: 1/43
Answer3290: 18
Answer3291: 13
Answer3292: 1/4
Answer3293: 31’1/2
Answer3294: 6
Answer3295: 2
Answer3296: 3
Answer3297: 7’1/3
Answer3298: 1
Answer3299: 1/6
Answer3300: 45
Answer3301: 8/9
Answer3302: 1
Answer3303: 14
Answer3304: 50
Answer3305: 3
Answer3306: 23
Answer3307: 32
Answer3308: 1’1/9
Answer3309: 3
Answer3310: 40’1/2
Answer3311: 65
Answer3312: 126
Answer3313: 10
Answer3314: 8
Answer3315: 1
Answer3316: 27
Answer3317: 6’3/5
Answer3318: 1’1/5
Answer3319: 14
Answer3320: 20
Answer3321: 17
Answer3322: 6’3/4
Answer3323: 2
Answer3324: 3’3/7
Answer3325: 33’1/3
Answer3326: 2’1/2
Answer3327: 1/24
Answer3328: 27/50
Answer3329: 5’1/8
Answer3330: 16
Answer3331: 3’1/5
Answer3332: 19
Answer3333: 56
Answer3334: 13’1/7
Answer3335: 2’1/7
Answer3336: 2
Answer3337: 2’2/3
Answer3338: 44
Answer3339: 22
Answer3340: 91
Answer3341: 13
Answer3342: 10
Answer3343: 20
Answer3344: 9
Answer3345: 8
Answer3346: 4’1/6
Answer3347: 2
Answer3348: 1/9
Answer3349: 3/79
Answer3350: 9’1/6
Answer3351: 18
Answer3352: 2
Answer3353: 3/5
Answer3354: 2
Answer3355: 4
Answer3356: 3
Answer3357: 144
Answer3358: 3/5
Answer3359: 32
Answer3360: 9’1/3
Answer3361: 56
Answer3362: 3
Answer3363: 22
Answer3364: 1
Answer3365: 11
Answer3366: 5
Answer3367: 1’1/9
Answer3368: 8
Answer3369: 9
Answer3370: 1’29/45
Answer3371: 18
Answer3372: 23
Answer3373: 1
Answer3374: 2/5
Answer3375: 72
Answer3376: 1’1/28
Answer3377: 3/5
Answer3378: 10’1/8
Answer3379: 14
Answer3380: 8’2/5
Answer3381: 5/18
Answer3382: 1’1/2
Answer3383: 12’1/2
Answer3384: 150
Answer3385: 12
Answer3386: 12
Answer3387: 25
Answer3388: 7’1/4
Answer3389: 46
Answer3390: 1/2
Answer3391: 900
Answer3392: 17
Answer3393: 8
Answer3394: 1/8
Answer3395: 500
Answer3396: 12’5/6
Answer3397: 7
Answer3398: 24
Answer3399: 6
Answer3400: 2’2/3
Answer3401: 14
Answer3402: 12
Answer3403: 84
Answer3404: 7/8
Answer3405: 3’11/13
Answer3406: 16
Answer3407: 13
Answer3408: 3/64
Answer3409: 2
Answer3410: 1
Answer3411: 5’1/2
Answer3412: 18
Answer3413: 1’1/2
Answer3414: 32
Answer3415: 68
Answer3416: 1/10
Answer3417: 5
Answer3418: 18
Answer3419: 63
Answer3420: 3’1/2
Answer3421: 2’1/2
Answer3422: 5’2/5
Answer3423: 20
Answer3424: 12’4/9
Answer3425: 11
Answer3426: 19
Answer3427: 3
Answer3428: 14
Answer3429: 8
Answer3430: 81’1/2
Answer3431: 6
Answer3432: 14
Answer3433: 4
Answer3434: 3’1/3
Answer3435: 3/10
Answer3436: 30
Answer3437: 5’5/7
Answer3438: 16
Answer3439: 16
Answer3440: 21
Answer3441: 1/7
Answer3442: 36
Answer3443: 15
Answer3444: 115
Answer3445: 1/2
Answer3446: 4
Answer3447: 6
Answer3448: 1’2/5
Answer3449: 10
Answer3450: 13
Answer3451: 32
Answer3452: 5’5/9
Answer3453: 6/7
Answer3454: 1
Answer3455: 10
Answer3456: 21
Answer3457: 1/9
Answer3458: 42
Answer3459: 7
Answer3460: 1’2/3
Answer3461: 7
Answer3462: 18
Answer3463: 8’2/5
Answer3464: 17
Answer3465: 19
Answer3466: 29
Answer3467: 5
Answer3468: 1/9
Answer3469: 4
Answer3470: 18
Answer3471: 7
Answer3472: 9
Answer3473: 3’1/2
Answer3474: 73
Answer3475: 1
Answer3476: 5’2/3
Answer3477: 4
Answer3478: 3/35
Answer3479: 104
Answer3480: 1
Answer3481: 4
Answer3482: 21
Answer3483: 3
Answer3484: 12
Answer3485: 115
Answer3486: 120
Answer3487: 64
Answer3488: 29
Answer3489: 9
Answer3490: 10
Answer3491: 28
Answer3492: 17
Answer3493: 4/5
Answer3494: 19
Answer3495: 12
Answer3496: 7’2/7
Answer3497: 1/60
Answer3498: 9
Answer3499: 2
Answer3500: 5
Answer3501: 2’13/15
Answer3502: 1/10
Answer3503: 22
Answer3504: 7
Answer3505: 3
Answer3506: 1/10
Answer3507: 3/5
Answer3508: 2/15
Answer3509: 11
Answer3510: 15
Answer3511: 1
Answer3512: 1’13/21
Answer3513: 8
Answer3514: 8
Answer3515: 17
Answer3516: 3/8
Answer3517: 10’3/8
Answer3518: 63
Answer3519: 324
Answer3520: 11
Answer3521: 75
Answer3522: 2’1/4
Answer3523: 2’2/3
Answer3524: 22
Answer3525: 1/8
Answer3526: 5
Answer3527: 90
Answer3528: 5
Answer3529: 1/25
Answer3530: 62
Answer3531: 90
Answer3532: 1’1/4
Answer3533: 3’1/8
Answer3534: 49
Answer3535: 13
Answer3536: 5
Answer3537: 8/35
Answer3538: 35
Answer3539: 14
Answer3540: 7
Answer3541: 11
Answer3542: 3
Answer3543: 5
Answer3544: 9
Answer3545: 13
Answer3546: 39
Answer3547: 5/7
Answer3548: 98
Answer3549: 1
Answer3550: 7’3/7
Answer3551: 1’1/8
Answer3552: 3
Answer3553: 8
Answer3554: 2/9
Answer3555: 20
Answer3556: 2
Answer3557: 11’1/4
Answer3558: 3
Answer3559: 2
Answer3560: 240
Answer3561: 42
Answer3562: 12
Answer3563: 1/4
Answer3564: 11
Answer3565: 182
Answer3566: 4’1/3
Answer3567: 6’1/3
Answer3568: 14’1/2
Answer3569: 5
Answer3570: 30
Answer3571: 14
Answer3572: 6/7
Answer3573: 6’2/7
Answer3574: 5/48
Answer3575: 11
Answer3576: 15
Answer3577: 71
Answer3578: 26
Answer3579: 4
Answer3580: 1/486
Answer3581: 73
Answer3582: 1’2/5
Answer3583: 3/5
Answer3584: 3’2/3
Answer3585: 15
Answer3586: 8’2/7
Answer3587: 11’1/2
Answer3588: 4
Answer3589: 9’1/2
Answer3590: 1
Answer3591: 11
Answer3592: 13/40
Answer3593: 37
Answer3594: 5
Answer3595: 1
Answer3596: 14
Answer3597: 17
Answer3598: 1/14
Answer3599: 1’1/5
Answer3600: 70
Answer3601: 11
Answer3602: 6’2/9
Answer3603: 8
Answer3604: 9
Answer3605: 15
Answer3606: 1’3/4
Answer3607: 42
Answer3608: 4
Answer3609: 23
Answer3610: 11
Answer3611: 11
Answer3612: 39
Answer3613: 1/8
Answer3614: 15
Answer3615: 3
Answer3616: 13
Answer3617: 480
Answer3618: 70
Answer3619: 22
Answer3620: 3
Answer3621: 10’1/3
Answer3622: 11’4/5
Answer3623: 35/64
Answer3624: 1
Answer3625: 5’1/8
Answer3626: 55
Answer3627: 1
Answer3628: 36
Answer3629: 96
Answer3630: 4
Answer3631: 1’2/3
Answer3632: 12
Answer3633: 9
Answer3634: 3
Answer3635: 3
Answer3636: 1’2/3
Answer3637: 150
Answer3638: 2’2/11
Answer3639: 3/5
Answer3640: 1’5/7
Answer3641: 7’7/8
Answer3642: 1’2/3
Answer3643: 2
Answer3644: 35
Answer3645: 83
Answer3646: 4480
Answer3647: 54
Answer3648: 3
Answer3649: 2
Answer3650: 2
Answer3651: 5
Answer3652: 50
Answer3653: 36
Answer3654: 16
Answer3655: 12
Answer3656: 13
Answer3657: 5
Answer3658: 6
Answer3659: 5’1/2
Answer3660: 19
Answer3661: 2
Answer3662: 14
Answer3663: 18
Answer3664: 10
Answer3665: 1/2
Answer3666: 12
Answer3667: 4
Answer3668: 1’1/7
Answer3669: 18
Answer3670: 100
Answer3671: 5
Answer3672: 10
Answer3673: 54
Answer3674: 1/4
Answer3675: 16
Answer3676: 1
Answer3677: 84
Answer3678: 1’2/5
Answer3679: 3
Answer3680: 14
Answer3681: 5
Answer3682: 1’1/3
Answer3683: 50
Answer3684: 18
Answer3685: 3
Answer3686: 26
Answer3687: 13
Answer3688: 20
Answer3689: 1/4
Answer3690: 10
Answer3691: 1’2/3
Answer3692: 2
Answer3693: 1
Answer3694: 3
Answer3695: 5
Answer3696: 90
Answer3697: 11
Answer3698: 5’1/5
Answer3699: 252
Answer3700: 34
Answer3701: 36
Answer3702: 4/15
Answer3703: 1
Answer3704: 10’2/7
Answer3705: 69’1/3
Answer3706: 1/25
Answer3707: 1’3/7
Answer3708: 10
Answer3709: 7’1/2
Answer3710: 18
Answer3711: 63
Answer3712: 10
Answer3713: 14
Answer3714: 13
Answer3715: 36
Answer3716: 16
Answer3717: 28
Answer3718: 6’3/7
Answer3719: 1/2
Answer3720: 3/10
Answer3721: 2/21
Answer3722: 9
Answer3723: 7/9
Answer3724: 9
Answer3725: 10
Answer3726: 2
Answer3727: 56
Answer3728: 1/10
Answer3729: 1/35
Answer3730: 37
Answer3731: 18
Answer3732: 44
Answer3733: 24
Answer3734: 147
Answer3735: 32’1/7
Answer3736: 8/9
Answer3737: 1
Answer3738: 12
Answer3739: 48
Answer3740: 16
Answer3741: 25
Answer3742: 2’1/5
Answer3743: 47
Answer3744: 16
Answer3745: 1’1/2
Answer3746: 17
Answer3747: 1
Answer3748: 3/4
Answer3749: 1/8
Answer3750: 8
Answer3751: 5/8
Answer3752: 30
Answer3753: 8
Answer3754: 1’1/8
Answer3755: 1’1/6
Answer3756: 4
Answer3757: 107
Answer3758: 40
Answer3759: 72
Answer3760: 6
Answer3761: 6
Answer3762: 1
Answer3763: 29’1/5
Answer3764: 45
Answer3765: 4/11
Answer3766: 2’1/7
Answer3767: 1/4
Answer3768: 4
Answer3769: 13
Answer3770: 2
Answer3771: 2
Answer3772: 10’1/2
Answer3773: 16
Answer3774: 35
Answer3775: 13
Answer3776: 3’2/9
Answer3777: 9
Answer3778: 50
Answer3779: 31
Answer3780: 210
Answer3781: 20
Answer3782: 4
Answer3783: 151
Answer3784: 16
Answer3785: 1/3
Answer3786: 1
Answer3787: 56
Answer3788: 10’1/3
Answer3789: 1’2/3
Answer3790: 112
Answer3791: 49
Answer3792: 40
Answer3793: 4’1/2
Answer3794: 12
Answer3795: 1/4
Answer3796: 5’1/3
Answer3797: 3
Answer3798: 9
Answer3799: 21
Answer3800: 2’1/3
Answer3801: 1/7
Answer3802: 1/7
Answer3803: 48
Answer3804: 14
Answer3805: 32
Answer3806: 35
Answer3807: 4’1/7
Answer3808: 60
Answer3809: 35
Answer3810: 16
Answer3811: 1’1/2
Answer3812: 2/5
Answer3813: 1
Answer3814: 79
Answer3815: 1’1/4
Answer3816: 7
Answer3817: 84
Answer3818: 20
Answer3819: 1
Answer3820: 11
Answer3821: 1/4
Answer3822: 24
Answer3823: 110
Answer3824: 29
Answer3825: 1’3/4
Answer3826: 3/4
Answer3827: 2’1/2
Answer3828: 21
Answer3829: 1
Answer3830: 25
Answer3831: 2/9
Answer3832: 2
Answer3833: 71
Answer3834: 1’3/7
Answer3835: 13
Answer3836: 1
Answer3837: 83
Answer3838: 3/100
Answer3839: 27
Answer3840: 3/7
Answer3841: 8
Answer3842: 10
Answer3843: 6
Answer3844: 45
Answer3845: 9/20
Answer3846: 7’1/2
Answer3847: 9
Answer3848: 10
Answer3849: 4
Answer3850: 4/7
Answer3851: 24
Answer3852: 20
Answer3853: 8
Answer3854: 10
Answer3855: 5
Answer3856: 14
Answer3857: 5
Answer3858: 5
Answer3859: 8
Answer3860: 168
Answer3861: 1/8
Answer3862: 1’2/9
Answer3863: 1/7
Answer3864: 12
Answer3865: 18
Answer3866: 88
Answer3867: 60
Answer3868: 30
Answer3869: 460
Answer3870: 81
Answer3871: 14
Answer3872: 8’2/3
Answer3873: 1
Answer3874: 43’1/3
Answer3875: 1/150
Answer3876: 7/10
Answer3877: 16
Answer3878: 7
Answer3879: 3
Answer3880: 160
Answer3881: 14’4/5
Answer3882: 12
Answer3883: 1/5
Answer3884: 1/20
Answer3885: 60
Answer3886: 72
Answer3887: 13
Answer3888: 12
Answer3889: 3/5
Answer3890: 40
Answer3891: 5
Answer3892: 270
Answer3893: 14
Answer3894: 7’1/6
Answer3895: 1
Answer3896: 8
Answer3897: 9/10
Answer3898: 47
Answer3899: 7
Answer3900: 1
Answer3901: 2
Answer3902: 4
Answer3903: 6
Answer3904: 63’7/8
Answer3905: 54
Answer3906: 288
Answer3907: 1/2
Answer3908: 48
Answer3909: 19
Answer3910: 35’5/9
Answer3911: 6
Answer3912: 73
Answer3913: 5/8
Answer3914: 4’4/7
Answer3915: 10’1/4
Answer3916: 1’3/4
Answer3917: 7
Answer3918: 1
Answer3919: 24
Answer3920: 7
Answer3921: 3
Answer3922: 64
Answer3923: 1/140
Answer3924: 3
Answer3925: 1
Answer3926: 44
Answer3927: 15’3/4
Answer3928: 5’1/2
Answer3929: 3/5
Answer3930: 13
Answer3931: 19
Answer3932: 10
Answer3933: 25’1/6
Answer3934: 166
Answer3935: 80
Answer3936: 20
Answer3937: 32
Answer3938: 1/2
Answer3939: 420
Answer3940: 7’3/5
Answer3941: 65
Answer3942: 9
Answer3943: 2/7
Answer3944: 1/12
Answer3945: 45
Answer3946: 62
Answer3947: 1/7
Answer3948: 10
Answer3949: 1’7/8
Answer3950: 25
Answer3951: 44
Answer3952: 1
Answer3953: 30
Answer3954: 7
Answer3955: 7
Answer3956: 15
Answer3957: 77
Answer3958: 3/20
Answer3959: 1’1/6
Answer3960: 3/14
Answer3961: 7/30
Answer3962: 2
Answer3963: 5’1/10
Answer3964: 8
Answer3965: 15’1/4
Answer3966: 1/4
Answer3967: 7/16
Answer3968: 52
Answer3969: 144
Answer3970: 2/3
Answer3971: 3
Answer3972: 2
Answer3973: 10’1/2
Answer3974: 17
Answer3975: 3
Answer3976: 1
Answer3977: 9
Answer3978: 100
Answer3979: 41
Answer3980: 80
Answer3981: 11
Answer3982: 23
Answer3983: 1’1/3
Answer3984: 9/50
Answer3985: 3/5
Answer3986: 10
Answer3987: 15
Answer3988: 40
Answer3989: 14
Answer3990: 1’1/9
Answer3991: 6’2/3
Answer3992: 1’1/4
Answer3993: 3’1/4
Answer3994: 7
Answer3995: 2
Answer3996: 3’2/5
Answer3997: 1
Answer3998: 2/5
Answer3999: 30
Answer4000: 37
Answer4001: 12’1/3
Answer4002: 1’1/4
Answer4003: 1’52/63
Answer4004: 3’1/8
Answer4005: 1’1/2
Answer4006: 2/3
Answer4007: 14
Answer4008: 6/7
Answer4009: 10
Answer4010: 6
Answer4011: 32
Answer4012: 16
Answer4013: 9
Answer4014: 2/5
Answer4015: 9
Answer4016: 8
Answer4017: 2
Answer4018: 1
Answer4019: 6
Answer4020: 4
Answer4021: 4
Answer4022: 7
Answer4023: 630
Answer4024: 7
Answer4025: 18
Answer4026: 25
Answer4027: 1’4/5
Answer4028: 99
Answer4029: 6
Answer4030: 9’1/3
Answer4031: 6/7
Answer4032: 56
Answer4033: 3
Answer4034: 1’4/5
Answer4035: 7
Answer4036: 25’2/3
Answer4037: 1’3/5
Answer4038: 7/288
Answer4039: 34
Answer4040: 7
Answer4041: 1
Answer4042: 22
Answer4043: 91
Answer4044: 13
Answer4045: 6
Answer4046: 1
Answer4047: 9
Answer4048: 2/3
Answer4049: 9
Answer4050: 5
Answer4051: 6
Answer4052: 27
Answer4053: 29
Answer4054: 9
Answer4055: 3/8
Answer4056: 10
Answer4057: 2/45
Answer4058: 2/7
Answer4059: 6
Answer4060: 11
Answer4061: 1/2
Answer4062: 20
Answer4063: 1’1/9
Answer4064: 10
Answer4065: 26
Answer4066: 8
Answer4067: 48
Answer4068: 25
Answer4069: 104
Answer4070: 1
Answer4071: 240
Answer4072: 2/3
Answer4073: 9
Answer4074: 4
Answer4075: 2
Answer4076: 47’2/9
Answer4077: 9
Answer4078: 9
Answer4079: 360
Answer4080: 30
Answer4081: 2/3
Answer4082: 22
Answer4083: 8
Answer4084: 16
Answer4085: 9
Answer4086: 14
Answer4087: 5/8
Answer4088: 1’1/4
Answer4089: 9/50
Answer4090: 13
Answer4091: 11
Answer4092: 12/13
Answer4093: 3
Answer4094: 162
Answer4095: 1/3
Answer4096: 11
Answer4097: 1/2
Answer4098: 8
Answer4099: 4/5
Answer4100: 38’1/3
Answer4101: 13
Answer4102: 1/5
Answer4103: 8
Answer4104: 4
Answer4105: 2
Answer4106: 2’4/9
Answer4107: 90
Answer4108: 7/9
Answer4109: 2/5
Answer4110: 2
Answer4111: 14’7/9
Answer4112: 7
Answer4113: 194
Answer4114: 7
Answer4115: 70
Answer4116: 17
Answer4117: 4
Answer4118: 12’1/2
Answer4119: 108
Answer4120: 9
Answer4121: 7
Answer4122: 5/7
Answer4123: 52
Answer4124: 1/40
Answer4125: 4/5
Answer4126: 10
Answer4127: 25
Answer4128: 14
Answer4129: 60
Answer4130: 9’1/10
Answer4131: 14
Answer4132: 12
Answer4133: 1/9
Answer4134: 2
Answer4135: 84
Answer4136: 64
Answer4137: 3’1/2
Answer4138: 54
Answer4139: 2/3
Answer4140: 27
Answer4141: 3’3/4
Answer4142: 2
Answer4143: 6’8/9
Answer4144: 14
Answer4145: 70’1/2
Answer4146: 2’2/5
Answer4147: 3
Answer4148: 2/17
Answer4149: 43
Answer4150: 11
Answer4151: 1/7
Answer4152: 1’1/8
Answer4153: 9
Answer4154: 5
Answer4155: 12
Answer4156: 9
Answer4157: 4’1/2
Answer4158: 18
Answer4159: 9
Answer4160: 10
Answer4161: 30
Answer4162: 15’2/7
Answer4163: 11
Answer4164: 5/42
Answer4165: 10
Answer4166: 20
Answer4167: 7
Answer4168: 3
Answer4169: 20
Answer4170: 7’1/5
Answer4171: 1/2
Answer4172: 3’2/9
Answer4173: 12
Answer4174: 54
Answer4175: 10
Answer4176: 1
Answer4177: 1/6
Answer4178: 2
Answer4179: 400
Answer4180: 42
Answer4181: 92
Answer4182: 8
Answer4183: 54
Answer4184: 8
Answer4185: 2
Answer4186: 160
Answer4187: 5
Answer4188: 8
Answer4189: 8’2/5
Answer4190: 2’5/6
Answer4191: 1/10
Answer4192: 15
Answer4193: 6
Answer4194: 2/35
Answer4195: 2
Answer4196: 4/9
Answer4197: 10
Answer4198: 6’3/4
Answer4199: 3’1/2
Answer4200: 15
Answer4201: 1
Answer4202: 12
Answer4203: 5’3/5
Answer4204: 95
Answer4205: 18’2/3
Answer4206: 16
Answer4207: 2’1/2
Answer4208: 17’4/7
Answer4209: 7
Answer4210: 6
Answer4211: 2/5
Answer4212: 1
Answer4213: 72
Answer4214: 30
Answer4215: 15’3/10
Answer4216: 7
Answer4217: 2
Answer4218: 7/15
Answer4219: 4’1/8
Answer4220: 41
Answer4221: 106
Answer4222: 91
Answer4223: 11’1/4
Answer4224: 10’2/3
Answer4225: 233
Answer4226: 16
Answer4227: 4/9
Answer4228: 1’1/4
Answer4229: 8
Answer4230: 1/21
Answer4231: 4
Answer4232: 12
Answer4233: 12
Answer4234: 262
Answer4235: 29
Answer4236: 11
Answer4237: 5/36
Answer4238: 8
Answer4239: 7
Answer4240: 9
Answer4241: 4’4/5
Answer4242: 5’8/9
Answer4243: 2
Answer4244: 1/32
Answer4245: 5
Answer4246: 3
Answer4247: 17
Answer4248: 2’2/3
Answer4249: 31’1/2
Answer4250: 9/10
Answer4251: 4’1/9
Answer4252: 4/7
Answer4253: 2’2/3
Answer4254: 19
Answer4255: 3/7
Answer4256: 3’3/5
Answer4257: 94
Answer4258: 2’1/3
Answer4259: 3
Answer4260: 1
Answer4261: 2
Answer4262: 14’2/5
Answer4263: 16
Answer4264: 11
Answer4265: 29
Answer4266: 10’6/7
Answer4267: 2’1/4
Answer4268: 2/9
Answer4269: 19
Answer4270: 40
Answer4271: 5
Answer4272: 15
Answer4273: 34
Answer4274: 12
Answer4275: 7’3/5
Answer4276: 16
Answer4277: 12
Answer4278: 4’1/2
Answer4279: 11
Answer4280: 30
Answer4281: 10
Answer4282: 7’6/7
Answer4283: 4’7/8
Answer4284: 2
Answer4285: 13
Answer4286: 36
